sample,taper0,taper1,taper2
0,0.00052716768436741608,0.0032495385608803723,0.012220416549402752
1,0.00053433004991330067,0.0032788975560867658,0.012282093913781727
2,0.00054153720770173486,0.0033083595614692308,0.012343796515807241
3,0.00054878927883512659,0.0033379244958673848,0.012405523461713837
4,0.00055608638423161702,0.0033675922763366432,0.012467273856008314
5,0.00056342864462293049,0.0033973628181463121,0.012529046801483909
6,0.00057081618055224181,0.0034272360347778032,0.01259084139923492
7,0.0005782491123719997,0.0034572118379226392,0.012652656748670398
8,0.00058572756024177709,0.0034872901374806394,0.012714491947528564
9,0.00059325164412613203,0.0035174708415582111,0.012776346091891455
10,0.00060082148379242547,0.0035477538564664185,0.012838218276198769
11,0.00060843719880869192,0.0035781390867193996,0.012900107593262877
12,0.00061609890854146909,0.0036086264350325722,0.012962013134283041
13,0.00062380673215364183,0.003639215802320963,0.013023933988859976
14,0.00063156078860229119,0.003669907087697591,0.013085869245010604
15,0.00063936119663651758,0.0037007001884717494,0.013147817989182336
16,0.0006472080747952977,0.0037315950001475004,0.013209779306268087
17,0.00065510154140531376,0.003762591416422057,0.013271752279620823
18,0.00066304171457879973,0.0037936893291842877,0.013333735991068452
19,0.00067102871221136362,0.0038248886285131146,0.013395729520928358
20,0.00067906265197983809,0.0038561892026761175,0.013457731948022508
21,0.000687143651340109,0.0038875909381280403,0.013519742349692216
22,0.00069527182752495168,0.003919093719509362,0.013581759801813054
23,0.00070344729754186945,0.0039506974296449407,0.013643783378809964
24,0.0007116701781709182,0.0039824019495425722,0.013705812153672021
25,0.00071994058596254928,0.00401420715839173,0.013767845197967718
26,0.00072825863723543832,0.0040461129335622138,0.013829881581859958
27,0.00073662444807432196,0.0040781191506029067,0.013891920374121279
28,0.00074503813432781922,0.0041102256832404637,0.013953960642148829
29,0.0007534998116062743,0.0041424324033781526,0.014016001451979794
30,0.00076200959527958183,0.004174739181094636,0.014078041868306548
31,0.00077056760047501877,0.0042071458846428102,0.014140080954491952
32,0.00077917394207507472,0.0042396523804486726,0.014202117772584694
33,0.00078782873471528586,0.0042722585331102497,0.014264151383334749
34,0.00079653209278206249,0.004304964205396499,0.01432618084620871
35,0.00080528413041051742,0.0043377692582462638,0.014388205219405236
36,0.00081408496148229533,0.004370673550767268,0.014450223559870558
37,0.00082293469962340922,0.0044036769402351515,0.014512234923314075
38,0.00083183345820205901,0.004436779282092484,0.014574238364223779
39,0.0008407813503264705,0.0044699804299478743,0.014636232935882005
40,0.00084977848884272111,0.0045032802355750657,0.014698217690381009
41,0.00085882498633257259,0.0045366785489120934,0.014760191678638717
42,0.00086792095511129344,0.0045701752180604127,0.014822153950414299
43,0.00087706650722549578,0.0046037700892841375,0.01488410355432407
44,0.00088626175445096172,0.0046374630070092479,0.014946039537857208
45,0.00089550680829047699,0.0046712538138228791,0.015007960947391647
46,0.00090480177997165454,0.0047051423504725579,0.015069866828209821
47,0.00091414678044477013,0.0047391284558655766,0.015131756224514684
48,0.00092354192038059211,0.0047732119670683155,0.015193628179445575
49,0.00093298731016820994,0.0048073927193056261,0.015255481735094202
50,0.000942483059912868,0.0048416705459602485,0.015317315932520639
51,0.00095202927943379865,0.0048760452785722675,0.01537912981176943
52,0.00096162607826205172,0.0049105167468385703,0.015440922411885594
53,0.00097127356563832799,0.0049450847786123514,0.015502692770930738
54,0.00098097185051080997,0.0049797491999026434,0.015564439925999202
55,0.00099072104153299836,0.00501450983487389,0.01562616291323423
56,0.0010005212470615475,0.0050493665058455569,0.015687860767844227
57,0.0010103725751540967,0.0050843190332917395,0.01574953252411896
58,0.0010202751335671076,0.0051193672358408266,0.015811177215445806
59,0.0010302290297536977,0.0051545109302751869,0.015872793874326087
60,0.0010402343708614816,0.0051897499315309058,0.015934381532391434
61,0.0010502912637304054,0.0052250840526975222,0.015995939220420113
62,0.0010603998148905843,0.0052605131050178101,0.016057465968353432
63,0.0010705601305601412,0.0052960368978875938,0.016118960805312166
64,0.0010807723166430477,0.0053316552388555953,0.016180422759613004
65,0.0010910364787269677,0.0053673679336233198,0.016241850858785125
66,0.0011013527220810955,0.005403174786044955,0.016303244129586638
67,0.0011117211516539992,0.0054390755981273044,0.016364601598021146
68,0.0011221418720714618,0.0054750701700297605,0.016425922289354338
69,0.0011326149876343327,0.005511158300064321,0.016487205228130637
70,0.0011431406023163641,0.0055473397846955898,0.016548449438189745
71,0.0011537188197620653,0.0055836144185408779,0.016609653942683406
72,0.0011643497432845499,0.0056199819943702897,0.01667081776409212
73,0.0011750334758633798,0.0056564423031068281,0.016731939924241747
74,0.0011857701201424204,0.0056929951338265785,0.016793019444320368
75,0.0011965597784276863,0.0057296402737588761,0.01685405534489497
76,0.0012074025526852008,0.0057663775082865479,0.016915046645928369
77,0.0012182985445388485,0.0058032066209461755,0.016975992366795999
78,0.0012292478552682268,0.0058401273934283468,0.017036891526302712
79,0.0012402505858065064,0.0058771396055780009,0.01709774314269976
80,0.001251306836738288,0.0059142430353947666,0.017158546233701655
81,0.0012624167082974614,0.0059514374590333386,0.017219299816503105
82,0.0012735803003650673,0.0059887226508038962,0.017280002907795976
83,0.0012847977124671626,0.0060260983831725533,0.017340654523786348
84,0.0012960690437726803,0.0060635644267618277,0.017401253680211462
85,0.0013073943930912984,0.0061011205503511455,0.017461799392356762
86,0.0013187738588713045,0.006138766520877378,0.017522290675072973
87,0.0013302075391974698,0.0061765021034354385,0.017582726542793213
88,0.0013416955317889123,0.0062143270612788409,0.01764310600955004
89,0.0013532379339969774,0.0062522411558203778,0.017703428088992647
90,0.001364834842803108,0.0062902441466327671,0.017763691794403982
91,0.0013764863548167236,0.0063283357914493696,0.017823896138717991
92,0.0013881925662730936,0.0063665158461648878,0.017884040134536705
93,0.0013999535730312223,0.0064047840648361627,0.017944122794147574
94,0.0014117694705717272,0.0064431401996829481,0.018004143129540646
95,0.0014236403539947249,0.0064815840010887535,0.018064100152425853
96,0.0014355663180177182,0.0065201152176016988,0.018123992874250337
97,0.001447547456973481,0.0065587335959354032,0.018183820306215705
98,0.0014595838648079475,0.0065974388809698983,0.018243581459295329
99,0.0014716756350781103,0.0066362308157526181,0.018303275344251815
100,0.0014838228609499072,0.006675109141499355,0.018362900971654248
101,0.0014960256351961214,0.0067140735975952876,0.018422457351895623
102,0.0015082840501942816,0.0067531239215960492,0.01848194349521029
103,0.0015205981979245602,0.006792259849228802,0.018541358411691338
104,0.0015329681699676775,0.0068314811143933545,0.01860070111130804
105,0.0015453940575028103,0.0068707874491633191,0.018659970603923361
106,0.0015578759513054923,0.0069101785837872784,0.018719165899311368
