sample,taper0,taper1,taper2
0,0.00037150087394830482,0.0022925885949837931,0.0086302378164135642
1,0.00037402524542521449,0.0023029503451388461,0.0086520394903851303
2,0.00037655751905146323,0.0023133303156750444,0.0086738457441071365
3,0.00037909770554720557,0.0023237284995762234,0.0086956564987346174
4,0.00038164581562460649,0.0023341448897476933,0.0087174716753462798
5,0.00038420185998773736,0.0023445794790158442,0.0087392911949435211
6,0.00038676584933254295,0.0023550322601281937,0.0087611149784510636
7,0.00038933779434681772,0.0023655032257534933,0.0087829429467178258
8,0.00039191770571013262,0.002375992368481523,0.0088047750205166326
9,0.00039450559409379089,0.0023864996808230735,0.0088266111205446123
10,0.0003971014701607973,0.002397025155210009,0.0088484511674239031
11,0.00039970534456579358,0.002407568783995115,0.0088702950817015555
12,0.00040231722795501241,0.0024181305594520733,0.0088921427838499056
13,0.00040493713096624297,0.0024287104737754956,0.0089139941942671681
14,0.00040756506422876952,0.0024393085190808055,0.0089358492332774625
15,0.00041020103836333574,0.0024499246874042663,0.0089577078211313752
16,0.00041284506398207637,0.0024605589707028135,0.008979569878005831
17,0.00041549715168849041,0.0024712113608541474,0.0090014353240048667
18,0.00041815731207739214,0.0024818818496566831,0.0090233040791599141
19,0.00042082555573484638,0.0024925704288294047,0.0090451760634297461
20,0.00042350189323814579,0.0025032770900119809,0.0090670511967013475
21,0.00042618633515573899,0.0025140018247645818,0.0090889293987896965
22,0.00042887889204719842,0.0025247446245679327,0.0091108105894384377
23,0.00043157957446316564,0.0025355054808232345,0.0091326946883200262
24,0.00043428839294530359,0.0025462843848521252,0.0091545816150360743
25,0.00043700535802625564,0.0025570813278966873,0.0091764712891178012
26,0.00043973048022959138,0.0025678963011193661,0.0091983636300262198
27,0.00044246377006976483,0.0025787292956029719,0.0092202585571525848
28,0.00044520523805205474,0.0025895803023505762,0.0092421559898184687
29,0.00044795489467252885,0.0026004493122855424,0.0092640558472763378
30,0.00045071275041799633,0.002611336316251493,0.0092859580487098681
31,0.00045347881576595386,0.0026222413050122364,0.009307862513234148
32,0.00045625310118453763,0.0026331642692517367,0.0093297691598960078
33,0.00045903561713247668,0.0026441051995740789,0.0093516779076743516
34,0.00046182637405904961,0.0026550640865034649,0.0093735886754805903
35,0.00046462538240403181,0.0026660409204841504,0.0093955013821588537
36,0.00046743265259765245,0.0026770356918804383,0.0094174159464864311
37,0.00047024819506053748,0.0026880483909765911,0.0094393322871738905
38,0.00047307202020367565,0.0026990790079768822,0.0094612503228657108
39,0.00047590413842835654,0.0027101275330054784,0.0094831699721403019
40,0.00047874456012613256,0.0027211939561064646,0.0095050911535105431
41,0.00048159329567876586,0.0027322782672437838,0.0095270137854240114
42,0.00048445035545818121,0.002743380456301207,0.009548937786263317
43,0.00048731574982642224,0.0027545005130823279,0.009570863074346514
44,0.00049018948913559892,0.0027656384273105033,0.0095927895679273484
45,0.00049307158372784458,0.0027767941886288504,0.0096147171851956731
46,0.00049596204393526327,0.0027879677866001935,0.0096366458442776956
47,0.00049886088007988208,0.0027991592107070281,0.0096585754632363078
48,0.00050176810247360337,0.0028103684503514993,0.0096805059600714328
49,0.00050468372141816123,0.0028215954948553907,0.0097024372527204205
50,0.00050760774720507254,0.0028328403334600956,0.009724369259058379
51,0.00051054019011558232,0.0028441029553265456,0.0097463018968983774
52,0.00051348106042062324,0.0028553833495352245,0.0097682350839919073
