mixture_mean,mixture_sd
5.166967807899022,0.9080352115868372
6.203951223947299,0.6959044737651422
6.291777384763604,0.7297084965935722
6.611268808900254,0.728342559090597
6.8045215199824955,0.7323949482846648
6.870269114066404,0.7516047998405051
6.980091760056832,0.7653366194039869
7.024811948944793,0.7555936547095058
7.105929362902856,0.7578547590378951
7.176780259773449,0.7462127233197217
7.2043635152158725,0.7376559244698525
7.2453972306990035,0.7354442819387875
7.288227944945673,0.7494216036818122
7.30624176962001,0.7525471556733768
7.318682983170314,0.7719691162348528
7.29902035876392,0.7726021737704446
7.282450421065416,0.7740303788424561
7.246908373835227,0.7696866813263986
7.229785220255095,0.770099262789938
7.185712426679721,0.7832972546655036
7.11031538217879,0.7733569866617753
7.063994372329842,0.7613980326301749
6.978987506677063,0.7554649508405209
6.910468825746081,0.7516112329564638
6.90082247771153,0.7491641437992853
6.889798200942779,0.7365702732126466
6.893606269749517,0.7347579217579392
6.903459022135369,0.7399897168431303
6.909641877274204,0.7366686525709006
6.935255979128863,0.7336122177443357
6.95343490439708,0.7280929528785172
6.975354989681639,0.7240178866509984
6.9828704735094425,0.7269524547149154
6.980442981399425,0.7184456451201224
6.941632276675104,0.7183182546608187
6.918778544262004,0.7221780278149781
6.867516893210236,0.7325414391560959
6.810379217953651,0.7469424414093652
6.774765959886718,0.7544672487532947
6.6947581553467135,0.7649488278806711
6.611285619843211,0.7801441028057503
6.568310906362871,0.7787879284174364
6.470403283791198,0.767339340394388
6.41611420639995,0.7717707517778448
6.321497437261829,0.7695511282112224
6.251458661537821,0.7594861853884914
6.211791629896112,0.7755439292310798
6.156526611038069,0.7589231429125727
6.0802465587698045,0.7756177721927472
6.045072372407161,0.761315571799121
5.980074784263922,0.7697118443621485
5.928233911427528,0.7716111127928328
5.899338575305475,0.7693386144196245
5.844692258135643,0.7641564802787029
5.8057643222336,0.7775362921242751
5.7613350392508496,0.7546186064292383
5.714742290505381,0.7478197081660719
5.6845882795150295,0.756841477616352
5.633303110355262,0.7542755567150345
5.584356569335096,0.754763870801765
5.556375737915445,0.7643070468014465
5.516520638715884,0.7522003709859866
5.471669727338002,0.7333360311507667
5.457030470277552,0.7344590190288997
5.415776040798063,0.7437528694856211
5.3854500075774165,0.7390677316476176
5.335473984478955,0.7483925243453984
5.298732839668642,0.7365614525457124
5.282274433058524,0.7343423700343391
5.247766197878343,0.7431527014931223
5.189296396062064,0.7483006387984876
5.1698817842593705,0.749772645575405
5.13041515921841,0.7439360954969211
5.1006267349086585,0.7367489642174946
5.09113355434927,0.7362521659042648
5.050886819180262,0.73318791248644
5.0078596680438086,0.7390966619131132
4.993885210124201,0.7283244116607495
4.945822170203849,0.7310649495938691
4.9229157202675715,0.7201899270716177
4.874109836809486,0.735133385089807
4.8491120360083215,0.7381698493574868
4.839730267873099,0.7218524311992103
4.801207888342908,0.7234562870796863
4.750247230663259,0.726022160760118
4.717448298747039,0.7292722779629384
4.700925270545924,0.7204305346912772
4.669969276979329,0.7115769155499564
4.6570633405847595,0.7060738479046628
4.6169476207994835,0.7130574192256476
4.594789377150045,0.7254014563107559
4.554181546136854,0.7106301086384333
4.51686355918333,0.702015907571928
4.492143053885821,0.711257771820781
4.470059705902053,0.7105489238207857
4.455190281795645,0.7068863478292791
4.471633096674946,0.7079240899224111
4.57766777217534,0.7261406088693322
4.747754711429724,0.7167177897877904
4.835237458745514,0.7004847267031644
4.918611259693702,0.6621792731592981
4.657886506867537,0.7298194433170031
4.32851172817605,0.6966983329878682
4.251759214230095,0.6944712268539274
4.200945332432866,0.68648118381092
4.160106354011216,0.6697616922859848
4.098070578912586,0.6981626532934797
4.060229474279867,0.7000082576404821
4.033321133348446,0.6838398876201265
4.012462612961139,0.6681773122686403
3.961952311216309,0.6780829139961931
3.9260294003453993,0.6782260007556367
3.9105147577946626,0.6882027292635635
3.8817151445287883,0.6815094538232227
3.847358246859604,0.6716892429102366
3.828069542727416,0.6760286835331165
3.7807512756223436,0.6757055153653215
3.738825108343831,0.6645615243949404
3.706949719142416,0.6632666233118882
3.6697425885624084,0.6768667499586513
3.666429984152573,0.6687013689135225
3.6347359412713423,0.6776749690325441
3.5956031115504143,0.6726744082584392
3.578813961047147,0.6726553180964645
3.5633577730074633,0.67751313064492
3.540166525194344,0.6593163332139964
3.505073940072241,0.6746427177727032
3.4841580788121282,0.67411177863008
3.439881060870743,0.6915811604647558
3.425612439631037,0.6636674644013555
3.403015836140587,0.6477662920808996
3.3875274785093663,0.6657007865050225
3.353577292902304,0.6705677108358566
3.3223845616762775,0.6665405806679687
3.302837507892742,0.6678204749606135
3.284560101177573,0.6599636509425502
3.239598703965717,0.671619317374791
3.2219645928754295,0.6758420528860497
3.2104569739496585,0.6756117191280739
3.182195656078566,0.668991739439056
3.167987574816453,0.6599043720370896
3.148796685128884,0.6616987389354456
3.1421828830520404,0.6593816000699964
3.1086897700136213,0.6770719924259823
3.0910933480418064,0.6679575095988104
3.0736358543683044,0.671554928065713
3.0697715813260293,0.6726761870956384
3.0532782868048596,0.6758535136909367
3.0323736067821754,0.6793723222725937
3.108800161882918,0.6658015058064322
3.196968221127946,0.6651231700395616
3.0900326690087,0.6763385620532399
2.9969395522051756,0.6860174818593151
2.953266025232154,0.6799108643581147
2.9427228234185008,0.6859115480785616
2.9411941577046825,0.6871362429718916
2.9324454061485388,0.6694453724050096
2.8902269373441394,0.6728702639216295
2.8930328574834623,0.674262142349353
2.875401062966459,0.6786364172991548
2.868346733321913,0.6787660466567556
2.8484247985542863,0.6748854600836117
2.8452909923436174,0.6722880799738846
2.8255206091381906,0.6766060656486208
2.7868293807038698,0.6740941393902231
2.7786235002481496,0.6727522170747627
2.7673061417921128,0.6743743187918542
2.7474211991799677,0.6712515982315399
2.7434758372756063,0.6673044682083488
2.720835559429653,0.6779381733061017
2.7341023323262887,0.6819941282372463
2.7125661742073794,0.6833548282610238
2.670978882550619,0.7015211079094128
2.6731229988466647,0.6853529822235972
2.671612416953981,0.6939194965148036
2.2131120673673026,0.2257669439896221
2.2131120673673026,0.2257669439896221
2.2131120673673026,0.2257669439896221
2.2131120673673026,0.2257669439896221
2.2131120673673026,0.2257669439896221
2.2131120673673026,0.2257669439896221
2.2131120673673026,0.2257669439896221
2.2131120673673026,0.2257669439896221
2.2131120673673026,0.2257669439896221
