"RecordingID","EpochIndex","EpochStartSeconds","EpochEndSeconds","PredLabel","Confidence","ConsecutiveQualifyingNREM","Triggered","Reason","TtlMode","PulseWidthMs","CooldownRemainingSeconds","EventTimeUTC","SimulatedTtlOnTimeSeconds"
"realtime_demo_single_subject","17","32.000","34.000","Wake","0.466779","0","False","insufficient_consecutive_nrem","dry-run","10.000","0.000","",""
"realtime_demo_single_subject","18","34.000","36.000","Wake","0.724024","0","False","insufficient_consecutive_nrem","dry-run","10.000","0.000","",""
"realtime_demo_single_subject","19","36.000","38.000","Wake","0.771048","0","False","insufficient_consecutive_nrem","dry-run","10.000","0.000","",""
"realtime_demo_single_subject","20","38.000","40.000","Wake","0.869890","0","False","insufficient_consecutive_nrem","dry-run","10.000","0.000","",""
"realtime_demo_single_subject","21","40.000","42.000","Wake","0.773285","0","False","insufficient_consecutive_nrem","dry-run","10.000","0.000","",""
"realtime_demo_single_subject","22","42.000","44.000","Wake","0.758033","0","False","insufficient_consecutive_nrem","dry-run","10.000","0.000","",""
"realtime_demo_single_subject","23","44.000","46.000","Wake","0.561916","0","False","insufficient_consecutive_nrem","dry-run","10.000","0.000","",""
"realtime_demo_single_subject","24","46.000","48.000","Wake","0.433704","0","False","insufficient_consecutive_nrem","dry-run","10.000","0.000","",""
"realtime_demo_single_subject","25","48.000","50.000","Wake","0.670200","0","False","insufficient_consecutive_nrem","dry-run","10.000","0.000","",""
"realtime_demo_single_subject","26","50.000","52.000","Wake","0.596350","0","False","insufficient_consecutive_nrem","dry-run","10.000","0.000","",""
"realtime_demo_single_subject","27","52.000","54.000","Wake","0.661509","0","False","insufficient_consecutive_nrem","dry-run","10.000","0.000","",""
"realtime_demo_single_subject","28","54.000","56.000","Wake","0.710136","0","False","insufficient_consecutive_nrem","dry-run","10.000","0.000","",""
"realtime_demo_single_subject","29","56.000","58.000","Wake","0.634256","0","False","insufficient_consecutive_nrem","dry-run","10.000","0.000","",""
"realtime_demo_single_subject","30","58.000","60.000","Wake","0.679671","0","False","insufficient_consecutive_nrem","dry-run","10.000","0.000","",""
"realtime_demo_single_subject","31","60.000","62.000","Wake","0.630219","0","False","insufficient_consecutive_nrem","dry-run","10.000","0.000","",""
"realtime_demo_single_subject","32","62.000","64.000","Wake","0.742121","0","False","insufficient_consecutive_nrem","dry-run","10.000","0.000","",""
"realtime_demo_single_subject","33","64.000","66.000","Wake","0.601499","0","False","insufficient_consecutive_nrem","dry-run","10.000","0.000","",""
"realtime_demo_single_subject","34","66.000","68.000","Wake","0.718507","0","False","insufficient_consecutive_nrem","dry-run","10.000","0.000","",""
"realtime_demo_single_subject","35","68.000","70.000","Wake","0.498857","0","False","insufficient_consecutive_nrem","dry-run","10.000","0.000","",""
"realtime_demo_single_subject","36","70.000","72.000","Wake","0.748150","0","False","insufficient_consecutive_nrem","dry-run","10.000","0.000","",""
"realtime_demo_single_subject","37","72.000","74.000","Wake","0.781441","0","False","insufficient_consecutive_nrem","dry-run","10.000","0.000","",""
"realtime_demo_single_subject","38","74.000","76.000","Wake","0.847877","0","False","insufficient_consecutive_nrem","dry-run","10.000","0.000","",""
"realtime_demo_single_subject","39","76.000","78.000","Wake","0.587866","0","False","insufficient_consecutive_nrem","dry-run","10.000","0.000","",""
"realtime_demo_single_subject","40","78.000","80.000","REM","0.459691","0","False","insufficient_consecutive_nrem","dry-run","10.000","0.000","",""
"realtime_demo_single_subject","41","80.000","82.000","Wake","0.771734","0","False","insufficient_consecutive_nrem","dry-run","10.000","0.000","",""
"realtime_demo_single_subject","42","82.000","84.000","Wake","0.919791","0","False","insufficient_consecutive_nrem","dry-run","10.000","0.000","",""
"realtime_demo_single_subject","43","84.000","86.000","Wake","0.990173","0","False","insufficient_consecutive_nrem","dry-run","10.000","0.000","",""
"realtime_demo_single_subject","44","86.000","88.000","Wake","0.940277","0","False","insufficient_consecutive_nrem","dry-run","10.000","0.000","",""
"realtime_demo_single_subject","45","88.000","90.000","Wake","0.763048","0","False","insufficient_consecutive_nrem","dry-run","10.000","0.000","",""
"realtime_demo_single_subject","46","90.000","92.000","Wake","0.625898","0","False","insufficient_consecutive_nrem","dry-run","10.000","0.000","",""
"realtime_demo_single_subject","47","92.000","94.000","REM","0.429843","0","False","insufficient_consecutive_nrem","dry-run","10.000","0.000","",""
"realtime_demo_single_subject","48","94.000","96.000","Wake","0.705984","0","False","insufficient_consecutive_nrem","dry-run","10.000","0.000","",""
