"RecordingID","EpochIndex","EpochStartSeconds","EpochEndSeconds","Status","WindowStartSample","WindowEndSample","SourceSampleRate","ProcessingSampleRate","ReplayEpochCloseSeconds","EpochAvailableSeconds","WallClockElapsedSeconds","DecisionWallTimeSeconds","InferenceLatencyMs","EndToEndLatencyMs","MissedDeadline","FeatureWindowSeconds","ModelProfile","RawCode","PredLabel","Confidence"
"realtime_demo_single_subject","125","248.000","250.000","scored","7320000","7500000","30000.000","1000.000","250.000","250.000","249.840899","249.840899","1.058700","1.060400","False","2.000","E2.0W3","2","Wake","0.662255"
"realtime_demo_single_subject","126","250.000","252.000","scored","7380000","7560000","30000.000","1000.000","252.000","252.000","251.839899","251.839899","0.743200","0.745000","False","2.000","E2.0W3","2","Wake","0.762411"
"realtime_demo_single_subject","127","252.000","254.000","scored","7440000","7620000","30000.000","1000.000","254.000","254.000","253.839733","253.839733","0.684900","0.686200","False","2.000","E2.0W3","2","Wake","0.681407"
"realtime_demo_single_subject","128","254.000","256.000","scored","7500000","7680000","30000.000","1000.000","256.000","256.000","255.839943","255.839943","0.943200","0.944900","False","2.000","E2.0W3","2","Wake","0.693667"
"realtime_demo_single_subject","129","256.000","258.000","scored","7560000","7740000","30000.000","1000.000","258.000","258.000","257.841208","257.841208","0.717400","0.718700","False","2.000","E2.0W3","2","Wake","0.694860"
"realtime_demo_single_subject","130","258.000","260.000","scored","7620000","7800000","30000.000","1000.000","260.000","260.000","259.840751","259.840751","0.972400","0.974100","False","2.000","E2.0W3","2","Wake","0.705739"
"realtime_demo_single_subject","131","260.000","262.000","scored","7680000","7860000","30000.000","1000.000","262.000","262.000","261.839621","261.839621","0.687300","0.688500","False","2.000","E2.0W3","1","REM","0.569976"
"realtime_demo_single_subject","132","262.000","264.000","scored","7740000","7920000","30000.000","1000.000","264.000","264.000","263.841791","263.841791","0.910400","0.912200","False","2.000","E2.0W3","2","Wake","0.688744"
"realtime_demo_single_subject","133","264.000","266.000","scored","7800000","7980000","30000.000","1000.000","266.000","266.000","265.841755","265.841755","0.878900","0.880900","False","2.000","E2.0W3","2","Wake","0.810083"
"realtime_demo_single_subject","134","266.000","268.000","scored","7860000","8040000","30000.000","1000.000","268.000","268.000","267.840015","267.840015","0.915200","0.917200","False","2.000","E2.0W3","2","Wake","0.810930"
"realtime_demo_single_subject","135","268.000","270.000","scored","7920000","8100000","30000.000","1000.000","270.000","270.000","269.842310","269.842310","1.635000","1.636200","False","2.000","E2.0W3","2","Wake","0.772542"
"realtime_demo_single_subject","136","270.000","272.000","scored","7980000","8160000","30000.000","1000.000","272.000","272.000","271.840206","271.840206","0.722200","0.724300","False","2.000","E2.0W3","2","Wake","0.682813"
"realtime_demo_single_subject","137","272.000","274.000","scored","8040000","8220000","30000.000","1000.000","274.000","274.000","273.839702","273.839702","0.776200","0.778300","False","2.000","E2.0W3","2","Wake","0.465190"
"realtime_demo_single_subject","138","274.000","276.000","scored","8100000","8280000","30000.000","1000.000","276.000","276.000","275.839528","275.839528","0.676400","0.678300","False","2.000","E2.0W3","1","REM","0.487215"
"realtime_demo_single_subject","139","276.000","278.000","scored","8160000","8340000","30000.000","1000.000","278.000","278.000","277.841873","277.841873","0.983600","0.985000","False","2.000","E2.0W3","2","Wake","0.546772"
"realtime_demo_single_subject","140","278.000","280.000","scored","8220000","8400000","30000.000","1000.000","280.000","280.000","279.839694","279.839694","0.662100","0.663400","False","2.000","E2.0W3","2","Wake","0.880548"
"realtime_demo_single_subject","141","280.000","282.000","scored","8280000","8460000","30000.000","1000.000","282.000","282.000","281.839613","281.839613","0.706500","0.707700","False","2.000","E2.0W3","2","Wake","0.931633"
"realtime_demo_single_subject","142","282.000","284.000","scored","8340000","8520000","30000.000","1000.000","284.000","284.000","283.840546","283.840546","0.864500","0.865900","False","2.000","E2.0W3","2","Wake","0.944239"
